long,lat,order,hole,piece,id,group
-85.07006728,31.98070336,1,FALSE,1,alabama,Alabama.1
-85.11515028,31.90742436,2,FALSE,1,alabama,Alabama.1
-85.13556728,31.85488436,3,FALSE,1,alabama,Alabama.1
-85.13156128,31.78381436,4,FALSE,1,alabama,Alabama.1
-85.13016528,31.77885336,5,FALSE,1,alabama,Alabama.1
-85.11528728,31.73156636,6,FALSE,1,alabama,Alabama.1
-85.11867428,31.70857136,7,FALSE,1,alabama,Alabama.1
-85.11120528,31.68424236,8,FALSE,1,alabama,Alabama.1
-85.05928528,31.62126536,9,FALSE,1,alabama,Alabama.1
-85.04272128,31.55438936,10,FALSE,1,alabama,Alabama.1
-85.04269828,31.51966036,11,FALSE,1,alabama,Alabama.1
-85.06631228,31.47608936,12,FALSE,1,alabama,Alabama.1
-85.06140628,31.44066336,13,FALSE,1,alabama,Alabama.1
-85.08794228,31.36723436,14,FALSE,1,alabama,Alabama.1
-85.08256328,31.33233436,15,FALSE,1,alabama,Alabama.1
-85.08122828,31.30308036,16,FALSE,1,alabama,Alabama.1
-85.10336128,31.27143636,17,FALSE,1,alabama,Alabama.1
-85.09360328,31.22707436,18,FALSE,1,alabama,Alabama.1
-85.10295728,31.19692236,19,FALSE,1,alabama,Alabama.1
-85.09336728,31.17221136,20,FALSE,1,alabama,Alabama.1
-85.06866228,31.16236436,21,FALSE,1,alabama,Alabama.1
-85.03806828,31.12671336,22,FALSE,1,alabama,Alabama.1
-85.01699528,31.08010236,23,FALSE,1,alabama,Alabama.1
-85.00160728,31.00125336,24,FALSE,1,alabama,Alabama.1
-85.48501028,31.00100136,25,FALSE,1,alabama,Alabama.1
-85.48659728,31.00099836,26,FALSE,1,alabama,Alabama.1
-86.03182228,30.99332736,27,FALSE,1,alabama,Alabama.1
-86.18147628,30.99522536,28,FALSE,1,alabama,Alabama.1
-86.38391928,30.99153836,29,FALSE,1,alabama,Alabama.1
-86.70185228,30.99809236,30,FALSE,1,alabama,Alabama.1
-86.77936128,30.99819136,31,FALSE,1,alabama,Alabama.1
-87.16311728,31.00315736,32,FALSE,1,alabama,Alabama.1
-87.59858028,31.00263036,33,FALSE,1,alabama,Alabama.1
-87.589867280000007,30.95436136,34,FALSE,1,alabama,Alabama.1
-87.62571128,30.87690236,35,FALSE,1,alabama,Alabama.1
-87.61591528,30.84829636,36,FALSE,1,alabama,Alabama.1
-87.54190028,30.78569536,37,FALSE,1,alabama,Alabama.1
-87.52660328,30.74849136,38,FALSE,1,alabama,Alabama.1
-87.46014028,30.70580236,39,FALSE,1,alabama,Alabama.1
-87.41889428,30.69281036,40,FALSE,1,alabama,Alabama.1
-87.39864528,30.66801536,41,FALSE,1,alabama,Alabama.1
-87.39328128,30.62009836,42,FALSE,1,alabama,Alabama.1
-87.42206728,30.55649336,43,FALSE,1,alabama,Alabama.1
-87.44535328,30.53138936,44,FALSE,1,alabama,Alabama.1
-87.41881628,30.48170036,45,FALSE,1,alabama,Alabama.1
-87.40525128,30.44036036,46,FALSE,1,alabama,Alabama.1
-87.46644028,30.35972136,47,FALSE,1,alabama,Alabama.1
-87.58756828,30.31925436,48,FALSE,1,alabama,Alabama.1
-87.59340528,30.27841536,49,FALSE,1,alabama,Alabama.1
-87.79533028,30.23393136,50,FALSE,1,alabama,Alabama.1
-88.00256028,30.23360436,51,FALSE,1,alabama,Alabama.1
-87.77994128,30.27263836,52,FALSE,1,alabama,Alabama.1
-87.75750328,30.29942236,53,FALSE,1,alabama,Alabama.1
-87.90346528,30.42129636,54,FALSE,1,alabama,Alabama.1
-87.91338528,30.62118436,55,FALSE,1,alabama,Alabama.1
-88.01978928,30.74419036,56,FALSE,1,alabama,Alabama.1
-88.13568128,30.33715836,57,FALSE,1,alabama,Alabama.1
-88.32032628,30.40429336,58,FALSE,1,alabama,Alabama.1
-88.40141528,30.39355136,59,FALSE,1,alabama,Alabama.1
-88.41724228,30.73645736,60,FALSE,1,alabama,Alabama.1
-88.42919928,31.00069536,61,FALSE,1,alabama,Alabama.1
-88.43456328,31.12087936,62,FALSE,1,alabama,Alabama.1
-88.45080328,31.43561736,63,FALSE,1,alabama,Alabama.1
-88.46509728,31.70224536,64,FALSE,1,alabama,Alabama.1
-88.47295228,31.88887636,65,FALSE,1,alabama,Alabama.1
-88.43772428,32.22775536,66,FALSE,1,alabama,Alabama.1
-88.42579228,32.30922436,67,FALSE,1,alabama,Alabama.1
-88.39383228,32.58047036,68,FALSE,1,alabama,Alabama.1
-88.34804128,32.92475836,69,FALSE,1,alabama,Alabama.1
-88.33946628,32.98749736,70,FALSE,1,alabama,Alabama.1
-88.30482928,33.28889436,71,FALSE,1,alabama,Alabama.1
-88.27458628,33.53880136,72,FALSE,1,alabama,Alabama.1
-88.24819528,33.74272636,73,FALSE,1,alabama,Alabama.1
-88.20264428,34.05912236,74,FALSE,1,alabama,Alabama.1
-88.19934928,34.09044836,75,FALSE,1,alabama,Alabama.1
-88.16761328,34.32414736,76,FALSE,1,alabama,Alabama.1
-88.15125628,34.46527336,77,FALSE,1,alabama,Alabama.1
-88.13640128,34.58049736,78,FALSE,1,alabama,Alabama.1
-88.09046828,34.89562936,79,FALSE,1,alabama,Alabama.1
-88.10888628,34.89993636,80,FALSE,1,alabama,Alabama.1
-88.14310528,34.93031236,81,FALSE,1,alabama,Alabama.1
-88.19399328,35.00445336,82,FALSE,1,alabama,Alabama.1
-88.19496228,35.01354436,83,FALSE,1,alabama,Alabama.1
-87.98607828,35.01603336,84,FALSE,1,alabama,Alabama.1
-87.60781328,35.01054636,85,FALSE,1,alabama,Alabama.1
-87.22276428,35.00734636,86,FALSE,1,alabama,Alabama.1
-87.20758828,35.00796036,87,FALSE,1,alabama,Alabama.1
-86.83342228,34.99824636,88,FALSE,1,alabama,Alabama.1
-86.78237228,34.99707536,89,FALSE,1,alabama,Alabama.1
-86.31305228,34.99527336,90,FALSE,1,alabama,Alabama.1
-86.30350028,34.99546436,91,FALSE,1,alabama,Alabama.1
-85.86956728,34.99238436,92,FALSE,1,alabama,Alabama.1
-85.60896028,34.99016436,93,FALSE,1,alabama,Alabama.1
-85.58305828,34.86232236,94,FALSE,1,alabama,Alabama.1
-85.53469228,34.62248836,95,FALSE,1,alabama,Alabama.1
-85.52583428,34.58468536,96,FALSE,1,alabama,Alabama.1
-85.51185628,34.52301436,97,FALSE,1,alabama,Alabama.1
-85.46028628,34.29016136,98,FALSE,1,alabama,Alabama.1
-85.41656728,34.08692036,99,FALSE,1,alabama,Alabama.1
-85.39573828,33.95982936,100,FALSE,1,alabama,Alabama.1
-85.38401128,33.90540936,101,FALSE,1,alabama,Alabama.1
-85.33528728,33.65492336,102,FALSE,1,alabama,Alabama.1
-85.30498028,33.49059436,103,FALSE,1,alabama,Alabama.1
-85.29382528,33.42587536,104,FALSE,1,alabama,Alabama.1
-85.23384628,33.12923736,105,FALSE,1,alabama,Alabama.1
-85.23350328,33.12013936,106,FALSE,1,alabama,Alabama.1
-85.18071928,32.87181336,107,FALSE,1,alabama,Alabama.1
-85.16230128,32.80744536,108,FALSE,1,alabama,Alabama.1
-85.12809028,32.77707036,109,FALSE,1,alabama,Alabama.1
-85.13330028,32.75631536,110,FALSE,1,alabama,Alabama.1
-85.12488528,32.74438336,111,FALSE,1,alabama,Alabama.1
-85.11386828,32.73438936,112,FALSE,1,alabama,Alabama.1
-85.10773328,32.68997236,113,FALSE,1,alabama,Alabama.1
-85.09047528,32.67615236,114,FALSE,1,alabama,Alabama.1
-85.10380328,32.64591036,115,FALSE,1,alabama,Alabama.1
-85.08632428,32.62845136,116,FALSE,1,alabama,Alabama.1
-85.08414928,32.60300436,117,FALSE,1,alabama,Alabama.1
-85.07077428,32.58125336,118,FALSE,1,alabama,Alabama.1
-84.99565228,32.51892836,119,FALSE,1,alabama,Alabama.1
-84.98981528,32.45483636,120,FALSE,1,alabama,Alabama.1
-84.96538528,32.42945036,121,FALSE,1,alabama,Alabama.1
-84.97096228,32.39681236,122,FALSE,1,alabama,Alabama.1
-84.98448928,32.38709336,123,FALSE,1,alabama,Alabama.1
-84.97166328,32.37150336,124,FALSE,1,alabama,Alabama.1
-85.00209028,32.34707836,125,FALSE,1,alabama,Alabama.1
-85.00533228,32.32959236,126,FALSE,1,alabama,Alabama.1
-84.92107128,32.29313736,127,FALSE,1,alabama,Alabama.1
-84.89460328,32.26873536,128,FALSE,1,alabama,Alabama.1
-84.89401628,32.25917636,129,FALSE,1,alabama,Alabama.1
-84.90536128,32.24955536,130,FALSE,1,alabama,Alabama.1
-84.92367928,32.24738936,131,FALSE,1,alabama,Alabama.1
-84.91600428,32.22855636,132,FALSE,1,alabama,Alabama.1
-84.92837128,32.21797836,133,FALSE,1,alabama,Alabama.1
-84.97574428,32.21224836,134,FALSE,1,alabama,Alabama.1
-84.96038528,32.19192836,135,FALSE,1,alabama,Alabama.1
-85.00782628,32.17887836,136,FALSE,1,alabama,Alabama.1
-85.02438228,32.16627536,137,FALSE,1,alabama,Alabama.1
-85.05331328,32.12663736,138,FALSE,1,alabama,Alabama.1
-85.04618728,32.09089536,139,FALSE,1,alabama,Alabama.1
-85.05665528,32.06964436,140,FALSE,1,alabama,Alabama.1
-85.06201028,32.05001036,141,FALSE,1,alabama,Alabama.1
-85.05670028,32.01737636,142,FALSE,1,alabama,Alabama.1
-85.07006728,31.98070336,143,FALSE,1,alabama,Alabama.1
-119.52917749,25.82114788,144,FALSE,1,alaska,Alaska.1
-119.53979427,25.81002544,145,FALSE,1,alaska,Alaska.1
-119.53447423,25.79446079,146,FALSE,1,alaska,Alaska.1
-119.62089494,25.75456601,147,FALSE,1,alaska,Alaska.1
-119.6084018,25.77790348,148,FALSE,1,alaska,Alaska.1
-119.61498869,25.79039234,149,FALSE,1,alaska,Alaska.1
-119.61958595,25.7729255,150,FALSE,1,alaska,Alaska.1
-119.69866131,25.79797212,151,FALSE,1,alaska,Alaska.1
-119.64298621,25.79562009,152,FALSE,1,alaska,Alaska.1
-119.59118173,25.85098414,153,FALSE,1,alaska,Alaska.1
-119.61453847,25.84545959,154,FALSE,1,alaska,Alaska.1
-119.61157098,25.9189589,155,FALSE,1,alaska,Alaska.1
-119.62257566,25.94329009,156,FALSE,1,alaska,Alaska.1
-119.56312163,25.96926107,157,FALSE,1,alaska,Alaska.1
-119.61908183,25.97684021,158,FALSE,1,alaska,Alaska.1
-119.62344227,25.9561057,159,FALSE,1,alaska,Alaska.1
-119.6453333,25.99039748,160,FALSE,1,alaska,Alaska.1
-119.65179452,26.04159932,161,FALSE,1,alaska,Alaska.1
-119.64063981,26.05468575,162,FALSE,1,alaska,Alaska.1
-119.64039335,26.02958097,163,FALSE,1,alaska,Alaska.1
-119.62996281,26.08281865,164,FALSE,1,alaska,Alaska.1
-119.57640776,26.1256184,165,FALSE,1,alaska,Alaska.1
-119.65682613,26.35432902,166,FALSE,1,alaska,Alaska.1
-119.64599559,26.38681883,167,FALSE,1,alaska,Alaska.1
-119.65405474,26.40853272,168,FALSE,1,alaska,Alaska.1
-119.63303282,26.4259802,169,FALSE,1,alaska,Alaska.1
-119.65872753,26.42516922,170,FALSE,1,alaska,Alaska.1
-119.65872502,26.39664409,171,FALSE,1,alaska,Alaska.1
-119.67528289,26.3874878,172,FALSE,1,alaska,Alaska.1
-119.66905598,26.41424008,173,FALSE,1,alaska,Alaska.1
-119.69179284,26.45095711,174,FALSE,1,alaska,Alaska.1
-119.63591518,26.52957871,175,FALSE,1,alaska,Alaska.1
-119.63222204,26.55915483,176,FALSE,1,alaska,Alaska.1
-119.56265481,26.60205082,177,FALSE,1,alaska,Alaska.1
-119.60289347,26.58755427,178,FALSE,1,alaska,Alaska.1
-119.61390428,26.61883424,179,FALSE,1,alaska,Alaska.1
-119.61093699,26.58471338,180,FALSE,1,alaska,Alaska.1
-119.63957457,26.57202032,181,FALSE,1,alaska,Alaska.1
-119.68010956,26.50110021,182,FALSE,1,alaska,Alaska.1
-119.67862592,26.48137585,183,FALSE,1,alaska,Alaska.1
-119.71569521,26.46489595,184,FALSE,1,alaska,Alaska.1
-119.70953504,26.4362046,185,FALSE,1,alaska,Alaska.1
-119.73663573,26.43983649,186,FALSE,1,alaska,Alaska.1
-119.69219802,26.40723882,187,FALSE,1,alaska,Alaska.1
-119.71156872,26.33440938,188,FALSE,1,alaska,Alaska.1
-119.75784044,26.33893369,189,FALSE,1,alaska,Alaska.1
-119.7727887,26.31341094,190,FALSE,1,alaska,Alaska.1
-119.8833442,26.27649339,191,FALSE,1,alaska,Alaska.1
-120.02506202,26.29576614,192,FALSE,1,alaska,Alaska.1
-120.04060676,26.34126011,193,FALSE,1,alaska,Alaska.1
-120.01735225,26.36157867,194,FALSE,1,alaska,Alaska.1
-120.07227571,26.40251447,195,FALSE,1,alaska,Alaska.1
-120.10810572,26.47357029,196,FALSE,1,alaska,Alaska.1
-120.10189777,26.499986410000002,197,FALSE,1,alaska,Alaska.1
-120.1277676,26.48821433,198,FALSE,1,alaska,Alaska.1
-120.17880155,26.53392919,199,FALSE,1,alaska,Alaska.1
-120.18848374,26.55658096,200,FALSE,1,alaska,Alaska.1
-120.16507175,26.56216529,201,FALSE,1,alaska,Alaska.1
-120.15275715,26.59200746,202,FALSE,1,alaska,Alaska.1
-120.20505174,26.57915896,203,FALSE,1,alaska,Alaska.1
-120.23466786,26.60586099,204,FALSE,1,alaska,Alaska.1
-120.14762905,26.6542034,205,FALSE,1,alaska,Alaska.1
-120.14774096,26.6879959,206,FALSE,1,alaska,Alaska.1
-120.11442009,26.70736899,207,FALSE,1,alaska,Alaska.1
-120.12195228,26.74186386,208,FALSE,1,alaska,Alaska.1
-120.10734101,26.7160256,209,FALSE,1,alaska,Alaska.1
-120.06848355,26.72921251,210,FALSE,1,alaska,Alaska.1
-120.08216156,26.70549744,211,FALSE,1,alaska,Alaska.1
-120.075979,26.69384353,212,FALSE,1,alaska,Alaska.1
-120.0060871,26.67210022,213,FALSE,1,alaska,Alaska.1
-120.00167403,26.63375371,214,FALSE,1,alaska,Alaska.1
-120.04843763,26.58444499,215,FALSE,1,alaska,Alaska.1
-119.94577618,26.66487201,216,FALSE,1,alaska,Alaska.1
-119.92142694,26.64814085,217,FALSE,1,alaska,Alaska.1
-119.92888712,26.58378593,218,FALSE,1,alaska,Alaska.1
-119.85874486,26.61601854,219,FALSE,1,alaska,Alaska.1
-119.85844189,26.64495402,220,FALSE,1,alaska,Alaska.1
-119.8471713,26.64360573,221,FALSE,1,alaska,Alaska.1
-119.93901376,26.69266827,222,FALSE,1,alaska,Alaska.1
-119.86804708,26.70044189,223,FALSE,1,alaska,Alaska.1
-119.90255279,26.72169636,224,FALSE,1,alaska,Alaska.1
-119.88492915,26.74315319,225,FALSE,1,alaska,Alaska.1
-119.94421041,26.69450354,226,FALSE,1,alaska,Alaska.1
-120.05596989,26.70402006,227,FALSE,1,alaska,Alaska.1
-120.06631248,26.73630255,228,FALSE,1,alaska,Alaska.1
-120.10813326,26.74842105,229,FALSE,1,alaska,Alaska.1
-120.12027835,26.7519708,230,FALSE,1,alaska,Alaska.1
-120.13086966,26.7461215,231,FALSE,1,alaska,Alaska.1
-120.14814562,26.73660337,232,FALSE,1,alaska,Alaska.1
-120.15389809,26.74382911,233,FALSE,1,alaska,Alaska.1
-120.16690573,26.76021491,234,FALSE,1,alaska,Alaska.1
-120.07961483,26.81056954,235,FALSE,1,alaska,Alaska.1
-120.1214668,26.81591463,236,FALSE,1,alaska,Alaska.1
-120.13446112,26.79535654,237,FALSE,1,alaska,Alaska.1
-120.15609349,26.82422789,238,FALSE,1,alaska,Alaska.1
-120.1283036,26.85614516,239,FALSE,1,alaska,Alaska.1
-120.13953336,26.87556112,240,FALSE,1,alaska,Alaska.1
-120.13187262,26.85755663,241,FALSE,1,alaska,Alaska.1
-120.14790586,26.83628307,242,FALSE,1,alaska,Alaska.1
-120.18536639,26.85859801,243,FALSE,1,alaska,Alaska.1
-120.15178191,26.87977103,244,FALSE,1,alaska,Alaska.1
-120.14678303,26.90331463,245,FALSE,1,alaska,Alaska.1
-120.15682251,26.90627564,246,FALSE,1,alaska,Alaska.1
-120.13624807,26.916205,247,FALSE,1,alaska,Alaska.1
-120.13195771,26.9388315,248,FALSE,1,alaska,Alaska.1
-120.07160392,26.96292195,249,FALSE,1,alaska,Alaska.1
-120.04026381,27.01183411,250,FALSE,1,alaska,Alaska.1
-120.13286344,26.94492643,251,FALSE,1,alaska,Alaska.1
-120.16206524,26.90911681,252,FALSE,1,alaska,Alaska.1
-120.15369798,26.88443956,253,FALSE,1,alaska,Alaska.1
-120.1917816,26.86236908,254,FALSE,1,alaska,Alaska.1
-120.18279157,26.84082128,255,FALSE,1,alaska,Alaska.1
-120.19393545,26.80732378,256,FALSE,1,alaska,Alaska.1
-120.23292666,26.82916865,257,FALSE,1,alaska,Alaska.1
-120.23391293,26.87929303,258,FALSE,1,alaska,Alaska.1
-120.22412596,26.89534959,259,FALSE,1,alaska,Alaska.1
-120.26859416,26.91951354,260,FALSE,1,alaska,Alaska.1
-120.27264974,26.95470425,261,FALSE,1,alaska,Alaska.1
-120.24357739,26.96862724,262,FALSE,1,alaska,Alaska.1
-120.24237017,26.99343827,263,FALSE,1,alaska,Alaska.1
-120.25781522,27.00944771,264,FALSE,1,alaska,Alaska.1
-120.30455621,26.99252951,265,FALSE,1,alaska,Alaska.1
-120.31110817,27.03011732,266,FALSE,1,alaska,Alaska.1
-120.29629682,27.07838717,267,FALSE,1,alaska,Alaska.1
-120.29707903,27.04668081,268,FALSE,1,alaska,Alaska.1
-120.22582088,27.05910919,269,FALSE,1,alaska,Alaska.1
-120.26606312,27.07977208,270,FALSE,1,alaska,Alaska.1
-120.27787499,27.11702493,271,FALSE,1,alaska,Alaska.1
-120.18401277,27.11904691,272,FALSE,1,alaska,Alaska.1
-120.20463449,27.1784674,273,FALSE,1,alaska,Alaska.1
-120.18709186,27.22472277,274,FALSE,1,alaska,Alaska.1
-120.04918652,27.37451481,275,FALSE,1,alaska,Alaska.1
-120.01114903,27.37226712,276,FALSE,1,alaska,Alaska.1
-120.01232501,27.34684634,277,FALSE,1,alaska,Alaska.1
-119.97180474,27.32636362,278,FALSE,1,alaska,Alaska.1
-120.00102349,27.30578567,279,FALSE,1,alaska,Alaska.1
-119.96604046,27.32316556,280,FALSE,1,alaska,Alaska.1
-119.98203733,27.34083576,281,FALSE,1,alaska,Alaska.1
-119.97131492,27.3581665,282,FALSE,1,alaska,Alaska.1
-120.00852224,27.35052079,283,FALSE,1,alaska,Alaska.1
-119.99728212,27.373001,284,FALSE,1,alaska,Alaska.1
-120.00702125,27.38378763,285,FALSE,1,alaska,Alaska.1
-119.92939418,27.44715406,286,FALSE,1,alaska,Alaska.1
-119.99303744,27.40072708,287,FALSE,1,alaska,Alaska.1
-119.99881351,27.4692781,288,FALSE,1,alaska,Alaska.1
-119.97666877,27.46992912,289,FALSE,1,alaska,Alaska.1
-119.99358536,27.49033638,290,FALSE,1,alaska,Alaska.1
-119.9523848,27.55732081,291,FALSE,1,alaska,Alaska.1
-119.88385833,27.54818562,292,FALSE,1,alaska,Alaska.1
-119.92368582,27.60144747,293,FALSE,1,alaska,Alaska.1
-119.88215614,27.63151353,294,FALSE,1,alaska,Alaska.1
-119.83878829,27.64263372,295,FALSE,1,alaska,Alaska.1
-119.76883497,27.61715461,296,FALSE,1,alaska,Alaska.1
-119.75683053,27.58750936,297,FALSE,1,alaska,Alaska.1
-119.7639798,27.57572286,298,FALSE,1,alaska,Alaska.1
-119.74213113,27.57786378,299,FALSE,1,alaska,Alaska.1
-119.79628509,27.52785734,300,FALSE,1,alaska,Alaska.1
-119.74287404,27.57130268,301,FALSE,1,alaska,Alaska.1
-119.71332384,27.5349403,302,FALSE,1,alaska,Alaska.1
-119.66213139,27.54529282,303,FALSE,1,alaska,Alaska.1
-119.58615086,27.60628624,304,FALSE,1,alaska,Alaska.1
-119.57275091,27.62132653,305,FALSE,1,alaska,Alaska.1
-119.5014468,27.70188486,306,FALSE,1,alaska,Alaska.1
-119.5053917,27.72269837,307,FALSE,1,alaska,Alaska.1
-119.45709054,27.69527484,308,FALSE,1,alaska,Alaska.1
-119.48431977,27.67529264,309,FALSE,1,alaska,Alaska.1
-119.30600662,27.69664028,310,FALSE,1,alaska,Alaska.1
-119.23213597,27.78212267,311,FALSE,1,alaska,Alaska.1
-119.22444457,27.82670945,312,FALSE,1,alaska,Alaska.1
-119.24316022,27.91187367,313,FALSE,1,alaska,Alaska.1
-119.23839258,27.97868718,314,FALSE,1,alaska,Alaska.1
-119.27954013,28.04268596,315,FALSE,1,alaska,Alaska.1
-119.26877395,28.05094276,316,FALSE,1,alaska,Alaska.1
-119.3283748,28.04366118,317,FALSE,1,alaska,Alaska.1
-119.29737058,28.10005906,318,FALSE,1,alaska,Alaska.1
-119.23117848,28.09053339,319,FALSE,1,alaska,Alaska.1
-119.24324106,28.10241902,320,FALSE,1,alaska,Alaska.1
-119.19552589,28.12504338,321,FALSE,1,alaska,Alaska.1
-119.184529,28.16413406,322,FALSE,1,alaska,Alaska.1
-119.23617422,28.24928186,323,FALSE,1,alaska,Alaska.1
-119.20798155,28.25337789,324,FALSE,1,alaska,Alaska.1
-119.24204727,28.25430503,325,FALSE,1,alaska,Alaska.1
-119.27976016,28.19893137,326,FALSE,1,alaska,Alaska.1
-119.31079974,28.18440827,327,FALSE,1,alaska,Alaska.1
-119.348721,28.21754716,328,FALSE,1,alaska,Alaska.1
-119.33632636,28.20327654,329,FALSE,1,alaska,Alaska.1
-119.36929101,28.17540838,330,FALSE,1,alaska,Alaska.1
-119.40672295,28.18020586,331,FALSE,1,alaska,Alaska.1
-119.49512554,28.11046635,332,FALSE,1,alaska,Alaska.1
-119.51222513,28.05906845,333,FALSE,1,alaska,Alaska.1
-119.5398119,28.04147874,334,FALSE,1,alaska,Alaska.1
-119.547946,28.0903309,335,FALSE,1,alaska,Alaska.1
-119.53855814,28.10446944,336,FALSE,1,alaska,Alaska.1
-119.57244186,28.12994993,337,FALSE,1,alaska,Alaska.1
-119.58323148,28.17262653,338,FALSE,1,alaska,Alaska.1
-119.62608508,28.15157486,339,FALSE,1,alaska,Alaska.1
-119.57242019,28.11570712,340,FALSE,1,alaska,Alaska.1
-119.60228926,28.075401630000002,341,FALSE,1,alaska,Alaska.1
-119.65700582,28.14410918,342,FALSE,1,alaska,Alaska.1
-119.78801751,28.16370194,343,FALSE,1,alaska,Alaska.1
-119.85541162,28.13374728,344,FALSE,1,alaska,Alaska.1
-119.84304353,28.14748842,345,FALSE,1,alaska,Alaska.1
-119.88299748,28.13741586,346,FALSE,1,alaska,Alaska.1
-119.88591165,28.15701055,347,FALSE,1,alaska,Alaska.1
-119.89005192,28.12694475,348,FALSE,1,alaska,Alaska.1
-119.86335074,28.1308131,349,FALSE,1,alaska,Alaska.1
-119.90903643,28.12383245,350,FALSE,1,alaska,Alaska.1
-120.09738397,28.21005119,351,FALSE,1,alaska,Alaska.1
-120.12776909,28.2703688,352,FALSE,1,alaska,Alaska.1
-120.09827819,28.32904695,353,FALSE,1,alaska,Alaska.1
-120.14036487,28.37625678,354,FALSE,1,alaska,Alaska.1
-120.16446179,28.4358526,355,FALSE,1,alaska,Alaska.1
-120.16406656,28.46765083,356,FALSE,1,alaska,Alaska.1
-120.14128501,28.49373151,357,FALSE,1,alaska,Alaska.1
-120.16396925,28.44150854,358,FALSE,1,alaska,Alaska.1
-120.12786698,28.42422109,359,FALSE,1,alaska,Alaska.1
-120.10376581,28.42676669,360,FALSE,1,alaska,Alaska.1
-120.08667445,28.4460598,361,FALSE,1,alaska,Alaska.1
-120.08576647,28.46551295,362,FALSE,1,alaska,Alaska.1
-120.06512363,28.47634179,363,FALSE,1,alaska,Alaska.1
-120.01463018,28.4621282,364,FALSE,1,alaska,Alaska.1
-120.09777843,28.51948429,365,FALSE,1,alaska,Alaska.1
-120.22558531,28.56167842,366,FALSE,1,alaska,Alaska.1
-120.30716546,28.64085389,367,FALSE,1,alaska,Alaska.1
-120.30730665,28.679103,368,FALSE,1,alaska,Alaska.1
-120.25590147,28.70551907,369,FALSE,1,alaska,Alaska.1
-120.29181293,28.6823861,370,FALSE,1,alaska,Alaska.1
-120.29844124,28.66144163,371,FALSE,1,alaska,Alaska.1
-120.25534196,28.68785,372,FALSE,1,alaska,Alaska.1
-120.20709429,28.68470642,373,FALSE,1,alaska,Alaska.1
-120.20950511,28.71198778,374,FALSE,1,alaska,Alaska.1
-120.16701996,28.74175567,375,FALSE,1,alaska,Alaska.1
-120.11982379,28.72953384,376,FALSE,1,alaska,Alaska.1
-120.08746637,28.7479957,377,FALSE,1,alaska,Alaska.1
-120.09846471,28.76543148,378,FALSE,1,alaska,Alaska.1
-120.07095348,28.76426476,379,FALSE,1,alaska,Alaska.1
-120.05148993,28.79397824,380,FALSE,1,alaska,Alaska.1
-119.97150229,28.82902721,381,FALSE,1,alaska,Alaska.1
-119.90605274,28.78895569,382,FALSE,1,alaska,Alaska.1
-119.85475194,28.79868842,383,FALSE,1,alaska,Alaska.1
-119.90697919,28.837097,384,FALSE,1,alaska,Alaska.1
-119.88190298,28.87183818,385,FALSE,1,alaska,Alaska.1
-119.77768006,28.9079819,386,FALSE,1,alaska,Alaska.1
-119.76179037,28.88619604,387,FALSE,1,alaska,Alaska.1
-119.70054606,28.94050556,388,FALSE,1,alaska,Alaska.1
-119.64783735,28.94993971,389,FALSE,1,alaska,Alaska.1
-119.64075714,28.95122763,390,FALSE,1,alaska,Alaska.1
-119.57478276,28.948921,391,FALSE,1,alaska,Alaska.1
-119.52993455,28.92745976,392,FALSE,1,alaska,Alaska.1
-119.57748209,28.93823113,393,FALSE,1,alaska,Alaska.1
-119.55365692,28.91050462,394,FALSE,1,alaska,Alaska.1
-119.58455404,28.86392997,395,FALSE,1,alaska,Alaska.1
-119.58677125,28.81810528,396,FALSE,1,alaska,Alaska.1
-119.64531698,28.79058338,397,FALSE,1,alaska,Alaska.1
-119.60236896,28.79239633,398,FALSE,1,alaska,Alaska.1
-119.59496288,28.75334855,399,FALSE,1,alaska,Alaska.1
-119.57040159,28.73403576,400,FALSE,1,alaska,Alaska.1
-119.42574895,28.73377835,401,FALSE,1,alaska,Alaska.1
-119.41815696,28.68949286,402,FALSE,1,alaska,Alaska.1
-119.33165185,28.7133549,403,FALSE,1,alaska,Alaska.1
-119.28451626,28.66877004,404,FALSE,1,alaska,Alaska.1
-119.28572103,28.68393151,405,FALSE,1,alaska,Alaska.1
-119.26332351,28.70880906,406,FALSE,1,alaska,Alaska.1
-119.2728039,28.70881047,407,FALSE,1,alaska,Alaska.1
-119.22164719,28.77951279,408,FALSE,1,alaska,Alaska.1
-119.15302496,28.76399119,409,FALSE,1,alaska,Alaska.1
-119.16234886,28.72244838,410,FALSE,1,alaska,Alaska.1
-119.17415363,28.71650264,411,FALSE,1,alaska,Alaska.1
-119.15557493,28.72118097,412,FALSE,1,alaska,Alaska.1
-119.13899876,28.76693117,413,FALSE,1,alaska,Alaska.1
-119.15365412,28.80275178,414,FALSE,1,alaska,Alaska.1
-119.24347982,28.83532669,415,FALSE,1,alaska,Alaska.1
-119.27543164,28.82293329,416,FALSE,1,alaska,Alaska.1
-119.27223533,28.7892377,417,FALSE,1,alaska,Alaska.1
-119.281157,28.78701652,418,FALSE,1,alaska,Alaska.1
-119.28573357,28.81050094,419,FALSE,1,alaska,Alaska.1
-119.26517537,28.85021332,420,FALSE,1,alaska,Alaska.1
-119.26435093,28.88884855,421,FALSE,1,alaska,Alaska.1
-119.30265347,28.96163019,422,FALSE,1,alaska,Alaska.1
-119.34381763,28.97633198,423,FALSE,1,alaska,Alaska.1
